epoch,train_accuracy,test_accuracy,train_loss,test_loss,learning_rate
149,98.182,95.44,0.33419729713439944,0.4175938980102539,0.001
150,98.224,95.37,0.3327723569297791,0.4178380139350891,0.0009997532801828658
151,98.11,95.38,0.335777081155777,0.4181633605003357,0.0009990133642141358
152,98.134,95.39,0.33476444774627684,0.4176583948135376,0.00099778098230154
153,98.192,95.42,0.3343426811885834,0.4178652494430542,0.000996057350657239
154,98.252,95.39,0.33378868633270264,0.4181761625289917,0.0009938441702975688
155,98.256,95.31,0.3334673218154907,0.4167420781135559,0.0009911436253643444
156,98.264,95.31,0.33258195684432984,0.4177209083557129,0.0009879583809693736
157,98.188,95.35,0.33469181327819825,0.4176356001853943,0.0009842915805643154
158,98.01,95.39,0.33719066975593565,0.4174547055244446,0.0009801468428384714
159,98.222,95.46,0.3344251374530792,0.41684478931427,0.0009755282581475767
160,98.132,95.38,0.3368651645565033,0.4181194449424744,0.0009704403844771127
161,98.136,95.38,0.3354210880088806,0.417841411781311,0.0009648882429441257
162,98.08,95.4,0.33635316197395326,0.41715945301055907,0.0009588773128419905
163,98.126,95.38,0.3336080766773224,0.4180538236618042,0.0009524135262330098
164,98.182,95.35,0.3340947061061859,0.41689400453567504,0.0009455032620941839
165,98.176,95.38,0.3342737225818634,0.41835262966156006,0.0009381533400219318
166,98.058,95.39,0.3354624174118042,0.4175912580490112,0.0009303710135019719
167,98.172,95.33,0.335088417301178,0.4178009750366211,0.0009221639627510076
168,98.086,95.33,0.3365709300708771,0.4171804226875305,0.000913540287137281
169,98.14,95.34,0.3347020275402069,0.4181444449424744,0.0009045084971874739
170,98.09,95.46,0.3363258443450928,0.41728713722229005,0.0008950775061878452
171,98.15,95.4,0.33462632820129395,0.41772833595275877,0.0008852566213878947
172,98.198,95.44,0.33503766025543213,0.4175694650650024,0.0008750555348152298
173,98.234,95.35,0.3341407414531708,0.41872810373306274,0.0008644843137107057
174,98.11,95.35,0.3349171942806244,0.4180395328521729,0.0008535533905932737
175,98.158,95.34,0.33473533751487733,0.41750775890350345,0.0008422735529643444
176,98.138,95.36,0.33450823939323426,0.41918319311141966,0.0008306559326618259
177,98.062,95.36,0.3370888691043854,0.41740264768600466,0.0008187119948743449
178,98.248,95.38,0.3338029434967041,0.4180210960388184,0.0008064535268264883
179,98.098,95.34,0.3361935837650299,0.41781920938491823,0.0007938926261462367
180,98.094,95.31,0.3355977158164978,0.41823515100479125,0.0007810416889260654
181,98.21,95.38,0.3340992650794983,0.41757568645477294,0.0007679133974894983
182,98.07,95.36,0.3360111935520172,0.4179294101715088,0.0007545207078751857
183,98.176,95.39,0.3343587203502655,0.418297819519043,0.0007408768370508577
184,98.256,95.43,0.3331640320968628,0.4176819851875305,0.0007269952498697734
185,98.09,95.33,0.3351540221977234,0.4177875410079956,0.0007128896457825364
186,98.162,95.33,0.3341227023887634,0.4172976650238037,0.0006985739453173903
187,98.104,95.39,0.33583860111236574,0.4177691747665405,0.0006840622763423391
188,98.202,95.43,0.3333545573616028,0.41749055128097534,0.0006693689601226458
189,98.134,95.36,0.3350989195156097,0.41830135583877565,0.0006545084971874737
190,98.188,95.37,0.33364652135849,0.418232225227356,0.0006394955530196147
191,98.144,95.39,0.33511321754455564,0.4174026333808899,0.0006243449435824273
192,98.166,95.4,0.333808902015686,0.4178238500595093,0.0006090716206982714
193,98.274,95.41,0.33289212923049927,0.4172667275428772,0.0005936906572928625
194,98.16,95.32,0.3350191461181641,0.41915991344451903,0.0005782172325201156
195,98.176,95.4,0.33511958172798156,0.4181679475784302,0.0005626666167821523
196,98.204,95.42,0.3339372704029083,0.41746338109970094,0.0005470541566592572
197,98.116,95.38,0.3350034722328186,0.4177414043426514,0.0005313952597646569
198,98.136,95.37,0.33499182942390443,0.41778457927703855,0.0005157053795390643
149,97.342,95.27,0.3568142303848267,0.42007013559341433,0.001
