epoch,train_accuracy,test_accuracy,train_loss,test_loss,learning_rate
130,97.626,94.7,0.3494079764175415,0.4377266435623169,0.0047586473766990335
131,97.548,94.2,0.3497642620754242,0.4424701663017273,0.004322727117869964
132,97.848,94.65,0.343609545879364,0.43554582176208495,0.00390684242057497
133,97.856,94.72,0.34382252880096437,0.4333473625183105,0.0035111757055874336
134,98.14,94.86,0.3382767004776001,0.42764732131958005,0.003135900525405428
135,98.018,94.8,0.3384366060447693,0.4307497645378113,0.002781181488125951
136,98.21,95.1,0.3363576905727386,0.4242187426567078,0.002447174185242324
137,98.308,95.13,0.33191203567504884,0.4229205636024475,0.0021340251233966383
138,98.278,95.06,0.3324159334945679,0.42538436183929446,0.001841871660117095
139,98.402,95.12,0.3290693286705017,0.4243350707054138,0.0015708419435684464
140,98.488,95.14,0.3256350185585022,0.4215715400695801,0.0013210548563419857
141,98.482,95.11,0.32705619400024416,0.4228358473777771,0.0010926199633097212
142,98.598,95.11,0.3240931073570251,0.42131336164474487,0.0008856374635655696
143,98.574,95.23,0.32418779653549196,0.4189148747444153,0.0007001981464747509
144,98.638,95.18,0.32271860029220584,0.41940919284820555,0.0005363833518505835
145,98.638,95.34,0.32282003684997557,0.4167802997589111,0.0003942649342761118
146,98.718,95.45,0.32117156519889833,0.41760208225250245,0.0002739052315863355
147,98.624,95.44,0.32280618905067443,0.41737941551208496,0.0001753570375247815
148,98.728,95.46,0.32112770373344424,0.4179210859298706,9.866357858642206e-05
149,98.692,95.41,0.3220755367946625,0.41626192874908446,4.3858495057080846e-05
150,98.792,95.45,0.3194675026512146,0.41796128969192503,1.0965826257725021e-05
