epoch,train_avg_loss,train_accuracy,test_avg_loss,test_accuracy
0,2.2383848367749577,20.731712178372806,1.8998070230966881,30.1
1,1.8947322469233248,33.601804923634184,1.6046657471717158,44.58
2,1.7553894001504649,41.21570732352608,1.3194351784790619,57.66
3,1.6677127646668184,46.449275752973826,1.2784648077397407,60.13
4,1.5925105996144093,50.52625366420719,1.1346437070943132,67.72
5,1.5479038581823754,52.54429633167404,1.3454401779778395,58.27
6,1.5049876517347058,54.78207161930844,0.9962230520912364,72.65
7,1.464945994069814,57.18389012120477,1.0010260524629038,72.29
8,1.399068099153621,59.70874178279099,0.9229030797753153,75.64
9,1.3619353124857558,61.31874041784311,0.9948883184903785,74.3
10,1.3287980442156877,62.85034311348865,0.8950443667701528,77.22
11,1.329839923192778,63.08766681494751,0.872431672826598,79.44
12,1.289597160828388,64.0958367484678,1.0165992469727239,74.74
13,1.2807188105705145,64.48275920877998,0.781001103829734,81.47
14,1.2580541038452207,65.31114156538183,0.8611723380752757,78.55
15,1.2821611236123478,64.41513628171569,0.9693438516387457,74.89
16,1.2445191865991754,66.0572025566984,0.9914732748949076,73.97
17,1.2346545928884345,66.44482567602716,0.7979949131796632,81.86
18,1.2519437426801228,65.90601946548553,0.8538060957872415,79.41
19,1.2322120876873242,66.52630252137934,0.7672526972203315,83.98
20,1.2091923846917993,67.63590409458915,0.9813528430612781,73.6
21,1.2194033646217697,66.99080757401447,0.8011040446124499,81.54
22,1.214766350396149,67.41170787760596,0.7889527852022196,82.17
23,1.246830020719172,66.21201374845963,0.8272928323926805,80.74
24,1.194784065494147,68.13970887088844,0.8400311009793342,81.88
25,1.1951638505891766,68.29249725004976,0.9046241905115828,76.72
26,1.1882270338285306,68.35185369478796,0.8105532806130904,81.02
27,1.220382758571059,67.13908107110889,0.7354916183254386,85.21
28,1.173304158555882,69.1871072210222,0.7949918719786632,80.14
29,1.1903086437288757,68.71279585468086,0.7290953171404102,83.65
30,1.0517808920739558,73.93599739663038,0.5795291545270365,90.99
31,1.0510069380330918,73.96945294690407,0.5719242058222807,91.72
32,1.0486684939288118,73.94595812171528,0.5625942209853402,92.0
33,1.0235598014901057,75.04679666909443,0.5481307695183573,92.73
34,0.9930676548072445,76.25887445068277,0.5264539420604706,92.7
35,0.9811301219188954,76.51387451350695,0.5239439112476155,92.84
36,1.0226027422853747,74.85940837468037,0.5540757073631769,92.52
37,0.9946481648765867,76.14522085773518,0.5055209873597833,93.46
38,1.0261145324048484,75.06228861012289,0.5435809413843518,92.85
39,0.9600221648850404,77.31661101312665,0.4992838494385345,93.36
40,1.0097666227299233,75.4809117010272,0.5467073792898203,92.92
41,0.9662996137995854,77.29137727939533,0.5465486951266663,92.85
42,0.9853407380068698,76.18484168353126,0.5058473212809502,93.06
43,0.9528599640597468,77.25986432516689,0.5130253641665736,93.29
44,0.9675800510684548,77.28365170606833,0.538166536937786,92.6
45,0.9346038565763732,78.1378162311774,0.4873593434502807,93.37
46,0.9734950247018234,76.86238641805629,0.5314577391630486,93.64
47,0.962132549118203,77.15601735071168,0.4941510063937948,93.13
48,0.9839308184888357,76.07369208768323,0.5214682662788825,93.21
49,0.9766978479712211,76.42764098739,0.5782329402392423,92.02
50,0.9634108647818456,77.03831441321297,0.4914208952384659,94.35
51,0.9283160509355842,78.28360356802666,0.5141723076753979,94.45
52,0.9534917370132778,77.39837213496962,0.4770424177375021,94.58
53,0.9197330659307787,78.42253697087112,0.5010656322105022,94.54
54,0.9247887085008499,78.42208975019035,0.5424093400375752,94.35
55,0.9217737870448081,78.66985024011262,0.49933599935302253,94.6
56,0.8974952436316653,79.31215280166234,0.5117574952825715,94.49
57,0.9291064414526801,77.94016184561717,0.5353683882121798,94.41
58,0.9304793433612569,78.01000135947316,0.47024813558481915,94.65
59,0.8933759830187044,79.03542014040745,0.45745652499078193,94.79
60,0.9245973768289132,78.3917647669945,0.501912393524677,94.63
61,0.9099737255622053,78.73967848175542,0.4740932670575154,94.77
62,0.926615890410855,77.91733003049382,0.5119916219500047,94.64
63,0.9040712352146578,79.18080904259457,0.47093058915077884,94.71
64,0.8895843836962415,79.47921814259895,0.4520046560070183,94.78
65,0.8946088422137453,79.62657705097148,0.49346517120735556,94.71
66,0.9154119941279711,78.63319253789416,0.4515730636783793,94.85
67,0.9065744728993272,79.05065086039563,0.5300170899946478,94.58
68,0.9251409425302539,77.99186710937606,0.47994500738155993,94.71
69,0.9135717043029074,78.66890529477813,0.48778578978550585,94.7
70,0.8972541533620156,79.12856800826707,0.49317004937159864,94.76
71,0.8991809315083886,79.16697286408001,0.47371708667730983,94.86
72,0.8801411342285478,79.81884002468766,0.4520347933225994,94.84
73,0.90966845069395,78.82233722671786,0.47458176371417465,94.78
74,0.8930349290523383,79.63254113870856,0.5137363396867921,94.74
75,0.925826686193876,78.31896426335541,0.5149486600598202,94.5
76,0.9032389497208169,79.0274907374446,0.5147417715833157,94.61
77,0.8806775333478932,80.03645962918105,0.4645187519019163,95.0
78,0.9255240859887789,78.2157773895502,0.47362211007106153,94.88
79,0.8947191967836121,79.23334785140399,0.469979999563362,94.87
80,0.8674756338834153,80.36315583573703,0.4896521639974811,94.82
81,0.9218472499219353,78.22002661921113,0.4988846639289132,94.79
82,0.8896039242634688,79.56692357449732,0.4934877474096757,94.79
83,0.9199443177493942,78.29422260569949,0.4938795359074315,94.74
84,0.8815854856425234,80.11743848663403,0.46222194878360895,95.09
85,0.891869695061613,79.2783391510587,0.47152805516991436,94.93
86,0.8564416311890878,80.65213077711311,0.47051888402504255,94.9
87,0.8982664573832851,79.67116029855391,0.4740831919863254,94.9
88,0.9204969614210641,78.4843946982352,0.4828193572503102,94.83
89,0.8752223467430496,80.31699655350528,0.47612667159189154,94.88
90,0.8730881326948591,80.15319747988711,0.460780472695073,94.9
91,0.907754706376044,78.68122477842972,0.47110390964942644,94.78
92,0.9134782688392092,78.63277332898843,0.47212243268761456,94.92
93,0.9161076347541321,78.49769172255593,0.465001525758188,94.88
94,0.8812403709382353,79.83688496083775,0.48823854628997515,94.73
95,0.8842980748094866,79.76687158883772,0.45423313183120534,94.88
96,0.884093470128296,80.06971819618757,0.46077049457574193,94.82
97,0.9080573471305925,78.82620105913912,0.4764064840878112,94.89
98,0.8933441524615373,79.39126924902462,0.47035500973085814,94.89
99,0.871164793782222,80.36217254351868,0.5139577758463123,94.65
