epoch,train_avg_loss,train_accuracy,test_avg_loss,test_accuracy
127,0.33549261062651337,98.17,0.41293575831606416,95.42
128,0.3345380136576455,98.196,0.405667533225651,95.67
129,0.3323846040936687,98.29,0.4112546685375745,95.39
130,0.3297789856753386,98.378,0.40631381243090087,95.63
131,0.32702475877674037,98.46,0.4058146144770369,95.58
132,0.32546899873582297,98.526,0.3953553008127816,96.05
133,0.3231899421995558,98.582,0.3942402582379836,95.95
134,0.3197159698552183,98.72,0.39328082339673104,96.23
135,0.31954180058615894,98.756,0.3965645077862317,96.05
136,0.3164139252794368,98.876,0.39229178164578693,96.21
137,0.31793815476815107,98.782,0.3919428221032589,96.29
138,0.31557944851458225,98.878,0.3909287222578556,96.3
139,0.312834809503287,98.998,0.3876167407518701,96.48
140,0.31231422863348063,98.974,0.38743620582773713,96.48
141,0.31364344026121643,98.96,0.38496645077874386,96.45
142,0.31089484981258814,99.062,0.38532473731644545,96.6
143,0.30993240599132255,99.112,0.3820586762850798,96.69
144,0.30917232009151097,99.052,0.3806722658344462,96.67
145,0.3094637878715535,99.066,0.38185895017430754,96.65
146,0.30980704499937384,99.066,0.3818666044669815,96.51
147,0.3102050303955517,99.068,0.38144861935060237,96.63
148,0.310260108517259,99.046,0.3802037306978733,96.69
149,0.30872210822141993,99.11,0.3806850080248676,96.65
